ID,start,end,code,team,action,half,pos_x,pos_y
1927,3051.66,3071.66,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,27.5,3.8
1928,3051.66,3071.66,8. Theresa Eslund,OL Reign,Fouls,2nd half,27.5,3.8
1929,3071.87,3091.87,17. Tobin Powell Powell Heath,Portland Thorns,Passes into the penalty box,2nd half,77.1,61.5
1930,3071.87,3091.87,17. Tobin Powell Powell Heath,Portland Thorns,Passes accurate,2nd half,77.1,61.5
1931,3071.87,3091.87,17. Tobin Powell Powell Heath,Portland Thorns,Free-kick attacks,2nd half,77.1,61.5
1932,3071.87,3091.87,17. Tobin Powell Powell Heath,Portland Thorns,Free-kick attacks,2nd half,77.1,61.5
1933,3073.34,3093.34,16. Emily Ann Sonnett,Portland Thorns,Free-kick attacks,2nd half,89.9,36.9
1934,3073.34,3093.34,1. Lydia Grace Yilkari Williams,OL Reign,Wide shot (Goalkeepers),2nd half,15.1,31.1
1935,3073.34,3093.34,16. Emily Ann Sonnett,Portland Thorns,Shots,2nd half,89.9,36.9
1936,3073.34,3093.34,16. Emily Ann Sonnett,Portland Thorns,Wide shot,2nd half,89.9,36.9
1937,3093.06,3113.06,1. Lydia Grace Yilkari Williams,OL Reign,Lost balls (in opp. half),2nd half,43.0,15.6
1938,3093.06,3113.06,1. Lydia Grace Yilkari Williams,OL Reign,Lost balls,2nd half,43.0,15.6
1939,3093.06,3113.06,1. Lydia Grace Yilkari Williams,OL Reign,Goal kicks,2nd half,5.0,32.8
1940,3093.06,3113.06,1. Lydia Grace Yilkari Williams,OL Reign,Passes (inaccurate),2nd half,5.0,32.8
1941,3095.88,3115.88,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,62.0,52.4
1942,3095.88,3115.88,10. Lindsey Michelle Horan,Portland Thorns,Interceptions (in opp. half),2nd half,62.0,52.4
1943,3095.88,3115.88,10. Lindsey Michelle Horan,Portland Thorns,Interceptions,2nd half,62.0,52.4
1944,3095.88,3115.88,10. Lindsey Michelle Horan,Portland Thorns,Passes accurate,2nd half,62.0,52.4
1945,3097.03,3117.03,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,74.1,54.1
1946,3097.03,3117.03,17. Tobin Powell Powell Heath,Portland Thorns,Passes (inaccurate),2nd half,74.1,54.1
1947,3108.05,3128.05,8. Theresa Eslund,OL Reign,Passes accurate,2nd half,22.7,0.0
1948,3108.05,3128.05,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,22.7,0.0
1949,3110.87,3130.87,14. Jodie Lee Taylor,OL Reign,Positional attacks,2nd half,46.4,7.9
1950,3111.48,3131.48,14. Jodie Lee Taylor,OL Reign,Positional attacks,2nd half,47.0,7.7
1951,3111.48,3131.48,14. Jodie Lee Taylor,OL Reign,Passes accurate,2nd half,47.0,7.7
1952,3111.87,3131.87,22. Jasmyne Spencer,OL Reign,Positional attacks,2nd half,46.6,3.1
1953,3111.87,3131.87,22. Jasmyne Spencer,OL Reign,Positional attacks,2nd half,46.6,3.1
1954,3111.87,3131.87,22. Jasmyne Spencer,OL Reign,Dribbling,2nd half,46.6,3.1
1955,3115.56,3135.56,4. Emily Townsend Menges,Portland Thorns,Challenges (lost),2nd half,33,61.3
1956,3115.56,3135.56,22. Jasmyne Spencer,OL Reign,Positional attacks,2nd half,72.0,6.7
1957,3115.56,3135.56,4. Emily Townsend Menges,Portland Thorns,Tackles (Unsuccessful actions),2nd half,33,61.3
1958,3115.56,3135.56,22. Jasmyne Spencer,OL Reign,Positional attacks,2nd half,72.0,6.7
1959,3115.56,3135.56,22. Jasmyne Spencer,OL Reign,Dribbles (Successful actions),2nd half,72.0,6.7
1960,3116.43,3136.43,4. Emily Townsend Menges,Portland Thorns,Positional attacks,2nd half,28.8,60.6
1961,3116.43,3136.43,4. Emily Townsend Menges,Portland Thorns,Fouls,2nd half,28.8,60.6
1962,3180.9,3200.9,15. Megan Anna Rapinoe,OL Reign,Passes into the penalty box,2nd half,76.7,7.4
1963,3180.9,3200.9,15. Megan Anna Rapinoe,OL Reign,Passes (inaccurate),2nd half,76.7,7.4
1964,3180.9,3200.9,15. Megan Anna Rapinoe,OL Reign,Free-kick attacks,2nd half,76.7,7.4
1965,3180.9,3200.9,15. Megan Anna Rapinoe,OL Reign,Free-kick attacks,2nd half,76.7,7.4
1966,3182.05,3202.05,4. Emily Townsend Menges,Portland Thorns,Free-kick attacks,2nd half,10.3,42.9
1967,3182.05,3202.05,4. Emily Townsend Menges,Portland Thorns,Interceptions,2nd half,10.3,42.9
1968,3208.31,3228.31,7. Stephanie-Elise Catley,OL Reign,Passes (inaccurate),2nd half,105.0,0.0
1969,3208.31,3228.31,7. Stephanie-Elise Catley,OL Reign,Passes into the penalty box,2nd half,105.0,0.0
1970,3208.31,3228.31,7. Stephanie-Elise Catley,OL Reign,Corner attacks,2nd half,105.0,0.0
1971,3208.31,3228.31,7. Stephanie-Elise Catley,OL Reign,Corner attacks,2nd half,105.0,0.0
1972,3208.31,3228.31,7. Stephanie-Elise Catley,OL Reign,Lost balls,2nd half,102.1,34.7
1973,3210.23,3230.23,24. Adrianna Nichole Franch,Portland Thorns,Interceptions,2nd half,2.9,33.3
1974,3210.23,3230.23,24. Adrianna Nichole Franch,Portland Thorns,Corner attacks,2nd half,2.9,33.3
1975,3218.79,3238.79,24. Adrianna Nichole Franch,Portland Thorns,Lost balls,2nd half,67.0,41.7
1976,3218.79,3238.79,24. Adrianna Nichole Franch,Portland Thorns,Passes (inaccurate),2nd half,11.6,34.7
1977,3221.56,3241.56,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,38.0,26.3
1978,3221.56,3241.56,3. Lauren Kate Barnes,OL Reign,Passes accurate,2nd half,38.0,26.3
1979,3221.56,3241.56,3. Lauren Kate Barnes,OL Reign,Picking-ups,2nd half,38.0,26.3
1980,3223.98,3243.98,22. Jasmyne Spencer,OL Reign,Passes accurate,2nd half,60.5,18.7
1981,3223.98,3243.98,22. Jasmyne Spencer,OL Reign,Positional attacks,2nd half,60.5,18.7
1982,3225.58,3245.58,14. Jodie Lee Taylor,OL Reign,Positional attacks,2nd half,70.8,23.2
1983,3225.58,3245.58,14. Jodie Lee Taylor,OL Reign,Passes (inaccurate),2nd half,70.8,23.2
1984,3226.23,3246.23,16. Emily Ann Sonnett,Portland Thorns,Positional attacks,2nd half,31.7,35.0
1985,3226.23,3246.23,16. Emily Ann Sonnett,Portland Thorns,Passes accurate,2nd half,31.7,35.0
1986,3226.23,3246.23,16. Emily Ann Sonnett,Portland Thorns,Picking-ups,2nd half,31.7,35.0
1987,3226.23,3246.23,16. Emily Ann Sonnett,Portland Thorns,Positional attacks,2nd half,31.7,35.0
1988,3227.94,3247.94,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,74.6,46.5
1989,3227.94,3247.94,15. Megan Anna Rapinoe,OL Reign,Challenges (won),2nd half,74.6,46.5
1990,3227.94,3247.94,15. Ellie Madison Carpenter,Portland Thorns,Challenges (lost),2nd half,30.4,21.5
1991,3227.96,3247.96,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,74.6,46.0
1992,3227.96,3247.96,15. Megan Anna Rapinoe,OL Reign,Dribbling,2nd half,74.6,46.0
1993,3231.22,3251.22,24. Adrianna Nichole Franch,Portland Thorns,Shot on target (saved),2nd half,26,43.8
1994,3231.22,3251.22,15. Megan Anna Rapinoe,OL Reign,Shot on target,2nd half,79.0,24.2
1995,3231.22,3251.22,15. Megan Anna Rapinoe,OL Reign,Shots,2nd half,79.0,24.2
1996,3231.22,3251.22,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,79.0,24.2
1997,3231.22,3251.22,24. Adrianna Nichole Franch,Portland Thorns,Supersaves,2nd half,26,43.8
1998,3268.94,3288.94,7. Stephanie-Elise Catley,OL Reign,Corner attacks,2nd half,105.0,0.0
1999,3268.94,3288.94,7. Stephanie-Elise Catley,OL Reign,Passes into the penalty box,2nd half,105.0,0.0
2000,3268.94,3288.94,7. Stephanie-Elise Catley,OL Reign,Corner attacks,2nd half,105.0,0.0
2001,3268.94,3288.94,7. Stephanie-Elise Catley,OL Reign,Passes accurate,2nd half,105.0,0.0
2002,3271.11,3291.11,15. Megan Anna Rapinoe,OL Reign,Challenges (lost),2nd half,100,36.6
2003,3271.11,3291.11,12. Christine Margaret Sinclair,Portland Thorns,Air challenges (won),2nd half,5.0,31.4
2004,3271.11,3291.11,12. Christine Margaret Sinclair,Portland Thorns,Challenges (won),2nd half,5.0,31.4
2005,3271.11,3291.11,12. Christine Margaret Sinclair,Portland Thorns,Corner attacks,2nd half,5.0,31.4
2006,3271.11,3291.11,15. Megan Anna Rapinoe,OL Reign,Air challenges (lost),2nd half,100,36.6
2007,3301.33,3321.33,15. Megan Anna Rapinoe,OL Reign,Passes (inaccurate),2nd half,105.0,68.0
2008,3301.33,3321.33,15. Megan Anna Rapinoe,OL Reign,Lost balls,2nd half,91.3,48.4
2009,3301.33,3321.33,15. Megan Anna Rapinoe,OL Reign,Passes into the penalty box,2nd half,105.0,68.0
2010,3301.33,3321.33,15. Megan Anna Rapinoe,OL Reign,Corner attacks,2nd half,105.0,68.0
2011,3301.33,3321.33,15. Megan Anna Rapinoe,OL Reign,Corner attacks,2nd half,105.0,68.0
2012,3302.7,3322.7,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,13.7,19.6
2013,3302.7,3322.7,17. Tobin Powell Powell Heath,Portland Thorns,Interceptions,2nd half,13.7,19.6
2014,3302.7,3322.7,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,13.7,19.6
2015,3302.7,3322.7,17. Tobin Powell Powell Heath,Portland Thorns,Dribbling,2nd half,13.7,19.6
2016,3302.7,3322.7,17. Tobin Powell Powell Heath,Portland Thorns,Corner attacks,2nd half,13.7,19.6
2017,3309.11,3329.11,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,44.5,16.8
2018,3309.11,3329.11,17. Tobin Powell Powell Heath,Portland Thorns,Passes (inaccurate),2nd half,44.5,16.8
2019,3311.73,3331.73,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,35.1,39.7
2020,3311.73,3331.73,3. Lauren Kate Barnes,OL Reign,Picking-ups,2nd half,35.1,39.7
2021,3312.89,3332.89,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,36.5,41.9
2022,3312.89,3332.89,3. Lauren Kate Barnes,OL Reign,Passes (inaccurate),2nd half,36.5,41.9
2023,3315.21,3335.21,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,34.9,12.5
2024,3315.21,3335.21,25. Meghan Elizabeth Klingenberg,Portland Thorns,Picking-ups,2nd half,34.9,12.5
2025,3315.21,3335.21,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,2nd half,34.9,12.5
2026,3315.21,3335.21,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,34.9,12.5
2027,3316.76,3336.76,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,44.3,14.8
2028,3317.48,3337.48,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,43.7,15.8
2029,3317.48,3337.48,7. Ana Maria Crnogorcevic,Portland Thorns,Passes accurate,2nd half,43.7,15.8
2030,3318.26,3338.26,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,42.6,22.5
2031,3319.88,3339.88,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,2nd half,44.5,24.7
2032,3319.88,3339.88,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,44.5,24.7
2033,3321.65,3341.65,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,46.2,49.1
2034,3323.58,3343.58,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,45.8,46.0
2035,3323.58,3343.58,10. Lindsey Michelle Horan,Portland Thorns,Passes accurate,2nd half,45.8,46.0
2036,3327.99,3347.99,7. Ana Maria Crnogorcevic,Portland Thorns,Dribbling,2nd half,58.2,0.5
2037,3327.99,3347.99,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,58.2,0.5
2038,3332.66,3352.66,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,76.9,5.3
2039,3332.66,3352.66,7. Ana Maria Crnogorcevic,Portland Thorns,Passes accurate,2nd half,76.9,5.3
2040,3334.52,3354.52,15. Ellie Madison Carpenter,Portland Thorns,Challenges (lost),2nd half,94.3,4.1
2041,3334.52,3354.52,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,2nd half,94.3,4.1
2042,3334.52,3354.52,7. Stephanie-Elise Catley,OL Reign,Tackles (Successful actions),2nd half,10.7,63.9
2043,3334.52,3354.52,7. Stephanie-Elise Catley,OL Reign,Challenges (won),2nd half,10.7,63.9
2044,3334.52,3354.52,15. Ellie Madison Carpenter,Portland Thorns,Dribbles (Unsuccessful actions),2nd half,94.3,4.1
2045,3368.92,3388.92,17. Tobin Powell Powell Heath,Portland Thorns,Passes into the penalty box,2nd half,105.0,0.0
2046,3368.92,3388.92,17. Tobin Powell Powell Heath,Portland Thorns,Corner attacks,2nd half,105.0,0.0
2047,3368.92,3388.92,17. Tobin Powell Powell Heath,Portland Thorns,Passes accurate,2nd half,105.0,0.0
2048,3368.92,3388.92,17. Tobin Powell Powell Heath,Portland Thorns,Corner attacks,2nd half,105.0,0.0
2049,3370.27,3390.27,30. Celeste Anais Boureille,Portland Thorns,Challenges (lost),2nd half,102.3,26.3
2050,3370.27,3390.27,14. Jodie Lee Taylor,OL Reign,Challenges (won),2nd half,2.7,41.7
2051,3370.27,3390.27,14. Jodie Lee Taylor,OL Reign,Corner attacks,2nd half,2.7,41.7
2052,3371.38,3391.38,14. Jodie Lee Taylor,OL Reign,Passes accurate,2nd half,2.5,41.4
2053,3371.38,3391.38,14. Jodie Lee Taylor,OL Reign,Corner attacks,2nd half,2.5,41.4
2054,3373.15,3393.15,22. Jasmyne Spencer,OL Reign,Corner attacks,2nd half,11.6,52.4
2055,3374.13,3394.13,22. Jasmyne Spencer,OL Reign,Corner attacks,2nd half,9.9,53.4
2056,3374.13,3394.13,22. Jasmyne Spencer,OL Reign,Passes (inaccurate),2nd half,9.9,53.4
2057,3374.36,3394.36,25. Meghan Elizabeth Klingenberg,Portland Thorns,Corner attacks,2nd half,93.7,14.4
2058,3374.36,3394.36,25. Meghan Elizabeth Klingenberg,Portland Thorns,Interceptions,2nd half,93.7,14.4
2059,3374.36,3394.36,25. Meghan Elizabeth Klingenberg,Portland Thorns,Interceptions (in opp. half),2nd half,93.7,14.4
2060,3376.78,3396.78,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,2nd half,100.2,5.3
2061,3376.78,3396.78,25. Meghan Elizabeth Klingenberg,Portland Thorns,Corner attacks,2nd half,100.2,5.3
2062,3378.46,3398.46,17. Tobin Powell Powell Heath,Portland Thorns,Corner attacks,2nd half,93.2,4.5
2063,3378.86,3398.86,15. Megan Anna Rapinoe,OL Reign,Corner attacks,2nd half,11.6,63.9
2064,3378.86,3398.86,15. Megan Anna Rapinoe,OL Reign,Fouls,2nd half,11.6,63.9
2065,3441.88,3461.88,17. Tobin Powell Powell Heath,Portland Thorns,Free-kick attacks,2nd half,89.2,6.0
2066,3441.88,3461.88,17. Tobin Powell Powell Heath,Portland Thorns,Free-kick attacks,2nd half,89.2,6.0
2067,3441.88,3461.88,17. Tobin Powell Powell Heath,Portland Thorns,Passes into the penalty box,2nd half,89.2,6.0
2068,3441.88,3461.88,17. Tobin Powell Powell Heath,Portland Thorns,Passes accurate,2nd half,89.2,6.0
2069,3442.89,3462.89,10. Lindsey Michelle Horan,Portland Thorns,Lost balls,2nd half,97.9,31.6
2070,3442.89,3462.89,10. Jessica Anne Fishlock,OL Reign,Free-kick attacks,2nd half,7.1,36.4
2071,3442.89,3462.89,10. Jessica Anne Fishlock,OL Reign,Challenges (won),2nd half,7.1,36.4
2072,3442.89,3462.89,10. Lindsey Michelle Horan,Portland Thorns,Challenges (lost),2nd half,97.9,31.6
2073,3443.14,3463.14,10. Lindsey Michelle Horan,Portland Thorns,Free-kick attacks,2nd half,97.9,31.1
2074,3443.14,3463.14,10. Lindsey Michelle Horan,Portland Thorns,Fouls,2nd half,97.9,31.1
2075,3464.22,3484.22,1. Lydia Grace Yilkari Williams,OL Reign,Passes accurate,2nd half,6.9,36.6
2076,3467.29,3487.29,30. Celeste Anais Boureille,Portland Thorns,Air challenges (won),2nd half,57.5,12.9
2077,3467.29,3487.29,15. Megan Anna Rapinoe,OL Reign,Challenges (lost),2nd half,47.5,55.1
2078,3467.29,3487.29,30. Celeste Anais Boureille,Portland Thorns,Challenges (won),2nd half,57.5,12.9
2079,3467.29,3487.29,15. Megan Anna Rapinoe,OL Reign,Air challenges (lost),2nd half,47.5,55.1
2080,3467.29,3487.29,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,57.5,12.9
2081,3467.29,3487.29,15. Megan Anna Rapinoe,OL Reign,Lost balls,2nd half,47.5,55.1
2082,3467.29,3487.29,15. Megan Anna Rapinoe,OL Reign,Lost balls (in opp. half),2nd half,47.5,55.1
2083,3467.29,3487.29,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,2nd half,57.5,12.9
2084,3470.89,3490.89,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,61.3,0.5
2085,3472.02,3492.02,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,63.4,3.1
2086,3472.02,3492.02,7. Ana Maria Crnogorcevic,Portland Thorns,Passes (inaccurate),2nd half,63.4,3.1
2087,3472.02,3492.02,7. Ana Maria Crnogorcevic,Portland Thorns,Lost balls,2nd half,69.5,10.3
2088,3473.15,3493.15,20. Rumi Utsugi,OL Reign,Counter-attacks,2nd half,35.5,57.7
2089,3473.15,3493.15,20. Rumi Utsugi,OL Reign,Passes accurate,2nd half,35.5,57.7
2090,3473.15,3493.15,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,35.5,57.7
2091,3473.15,3493.15,20. Rumi Utsugi,OL Reign,Interceptions,2nd half,35.5,57.7
2092,3474.35,3494.35,15. Megan Anna Rapinoe,OL Reign,Counter-attacks,2nd half,44.7,64.2
2093,3474.35,3494.35,15. Megan Anna Rapinoe,OL Reign,Dribbling,2nd half,44.7,64.2
2094,3476.97,3496.97,15. Megan Anna Rapinoe,OL Reign,Counter-attacks,2nd half,54.4,64.9
2095,3476.97,3496.97,15. Megan Anna Rapinoe,OL Reign,Dribbles (Successful actions),2nd half,54.4,64.9
2096,3476.97,3496.97,30. Celeste Anais Boureille,Portland Thorns,Challenges (lost),2nd half,50.6,3.1
2097,3476.97,3496.97,30. Celeste Anais Boureille,Portland Thorns,Tackles (Unsuccessful actions),2nd half,50.6,3.1
2098,3477.53,3497.53,30. Celeste Anais Boureille,Portland Thorns,Counter-attacks,2nd half,49.8,3.8
2099,3477.53,3497.53,30. Celeste Anais Boureille,Portland Thorns,Fouls,2nd half,49.8,3.8
2100,3514.13,3534.13,3. Lauren Kate Barnes,OL Reign,Free-kick attacks,2nd half,54.8,65.6
2101,3514.13,3534.13,3. Lauren Kate Barnes,OL Reign,Passes accurate,2nd half,54.8,65.6
2102,3516.15,3536.15,10. Jessica Anne Fishlock,OL Reign,Passes accurate,2nd half,79.4,50.5
2103,3516.15,3536.15,10. Jessica Anne Fishlock,OL Reign,Free-kick attacks,2nd half,79.4,50.5
2104,3517.28,3537.28,15. Megan Anna Rapinoe,OL Reign,Free-kick attacks,2nd half,84.0,53.4
2105,3518.16,3538.16,7. Ana Maria Crnogorcevic,Portland Thorns,Tackles (Successful actions),2nd half,14.3,15.1
2106,3518.16,3538.16,7. Ana Maria Crnogorcevic,Portland Thorns,Challenges (won),2nd half,14.3,15.1
2107,3518.16,3538.16,15. Megan Anna Rapinoe,OL Reign,Challenges (lost),2nd half,90.7,52.9
2108,3518.16,3538.16,7. Ana Maria Crnogorcevic,Portland Thorns,Free-kick attacks,2nd half,14.3,15.1
2109,3519.74,3539.74,10. Jessica Anne Fishlock,OL Reign,Picking-ups,2nd half,89.7,41.9
2110,3519.74,3539.74,10. Jessica Anne Fishlock,OL Reign,Dribbles (Unsuccessful actions),2nd half,89.7,41.9
2111,3519.74,3539.74,10. Jessica Anne Fishlock,OL Reign,Free-kick attacks,2nd half,89.7,41.9
2112,3519.74,3539.74,10. Jessica Anne Fishlock,OL Reign,Picking-ups (in opp. half),2nd half,89.7,41.9
2113,3519.74,3539.74,10. Lindsey Michelle Horan,Portland Thorns,Tackles (Successful actions),2nd half,15.3,26.1
2114,3519.74,3539.74,10. Lindsey Michelle Horan,Portland Thorns,Challenges (won),2nd half,15.3,26.1
2115,3519.74,3539.74,10. Jessica Anne Fishlock,OL Reign,Free-kick attacks,2nd half,89.7,41.9
2116,3519.74,3539.74,10. Jessica Anne Fishlock,OL Reign,Challenges (lost),2nd half,89.7,41.9
2117,3519.74,3539.74,10. Jessica Anne Fishlock,OL Reign,Lost balls,2nd half,89.7,41.9
2118,3521.36,3541.36,10. Lindsey Michelle Horan,Portland Thorns,Passes accurate,2nd half,19.3,23.2
2119,3523.24,3543.24,12. Christine Margaret Sinclair,Portland Thorns,Challenges (lost),2nd half,29.8,28.7
2120,3523.24,3543.24,12. Christine Margaret Sinclair,Portland Thorns,Lost balls (in opp. half),2nd half,29.8,28.7
2121,3523.24,3543.24,10. Jessica Anne Fishlock,OL Reign,Tackles (Successful actions),2nd half,75.2,39.3
2122,3523.24,3543.24,10. Jessica Anne Fishlock,OL Reign,Challenges (won),2nd half,75.2,39.3
2123,3523.24,3543.24,12. Christine Margaret Sinclair,Portland Thorns,Dribbles (Unsuccessful actions),2nd half,29.8,28.7
2124,3523.24,3543.24,12. Christine Margaret Sinclair,Portland Thorns,Lost balls,2nd half,29.8,28.7
2125,3524.46,3544.46,20. Rumi Utsugi,OL Reign,Picking-ups,2nd half,75.8,43.3
2126,3524.46,3544.46,20. Rumi Utsugi,OL Reign,Picking-ups (in opp. half),2nd half,75.8,43.3
2127,3525.99,3545.99,12. Christine Margaret Sinclair,Portland Thorns,Fouls,2nd half,29.2,24.9
2128,3572.93,3592.93,15. Megan Anna Rapinoe,OL Reign,Shots,2nd half,76.7,39.7
2129,3572.93,3592.93,15. Megan Anna Rapinoe,OL Reign,Wide shot,2nd half,76.7,39.7
2130,3572.93,3592.93,15. Megan Anna Rapinoe,OL Reign,Free-kick attacks,2nd half,76.7,39.7
2131,3572.93,3592.93,24. Adrianna Nichole Franch,Portland Thorns,Wide shot (Goalkeepers),2nd half,28.3,28.3
2132,3583.41,3603.41,24. Adrianna Nichole Franch,Portland Thorns,Goal kicks,2nd half,3.6,39.7
2133,3583.41,3603.41,24. Adrianna Nichole Franch,Portland Thorns,Passes accurate,2nd half,3.6,39.7
2134,3585.6,3605.6,4. Emily Townsend Menges,Portland Thorns,Passes accurate,2nd half,10.5,61.5
2135,3587.03,3607.03,25. Meghan Elizabeth Klingenberg,Portland Thorns,Bad ball control,2nd half,39.5,67.0
2136,3587.04,3607.04,25. Meghan Elizabeth Klingenberg,Portland Thorns,Not forced mistake,2nd half,39.7,66.3
2137,3588.54,3608.54,22. Jasmyne Spencer,OL Reign,Challenges (won),2nd half,66.6,4.8
2138,3588.54,3608.54,25. Meghan Elizabeth Klingenberg,Portland Thorns,Lost balls,2nd half,38.4,63.2
2139,3588.54,3608.54,25. Meghan Elizabeth Klingenberg,Portland Thorns,Challenges (lost),2nd half,38.4,63.2
2140,3588.54,3608.54,25. Meghan Elizabeth Klingenberg,Portland Thorns,Lost balls (in opp. half),2nd half,38.4,63.2
2141,3590.8,3610.8,22. Jasmyne Spencer,OL Reign,Counter-attacks,2nd half,61.3,4.5
2142,3590.8,3610.8,22. Jasmyne Spencer,OL Reign,Passes accurate,2nd half,61.3,4.5
2143,3591.88,3611.88,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,2nd half,57.5,12.7
2144,3592.91,3612.91,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,2nd half,58.0,16.0
2145,3592.91,3612.91,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,2nd half,58.0,16.0
2146,3594.26,3614.26,20. Rumi Utsugi,OL Reign,Counter-attacks,2nd half,68.5,27.1
2147,3595.16,3615.16,20. Rumi Utsugi,OL Reign,Passes (inaccurate),2nd half,70.3,30.2
2148,3595.16,3615.16,20. Rumi Utsugi,OL Reign,Lost balls,2nd half,82.7,45.0
2149,3595.16,3615.16,20. Rumi Utsugi,OL Reign,Counter-attacks,2nd half,70.3,30.2
2150,3596.34,3616.34,15. Ellie Madison Carpenter,Portland Thorns,Counter-attacks,2nd half,22.3,23.0
2151,3596.34,3616.34,15. Ellie Madison Carpenter,Portland Thorns,Interceptions,2nd half,22.3,23.0
2152,3597.86,3617.86,15. Ellie Madison Carpenter,Portland Thorns,Dribbling,2nd half,25.8,18.9
2153,3597.86,3617.86,15. Ellie Madison Carpenter,Portland Thorns,Counter-attacks,2nd half,25.8,18.9
2154,3597.86,3617.86,15. Ellie Madison Carpenter,Portland Thorns,Counter-attacks,2nd half,25.8,18.9
2155,3601.07,3621.07,15. Ellie Madison Carpenter,Portland Thorns,Passes accurate,2nd half,40.3,9.8
2156,3601.07,3621.07,15. Ellie Madison Carpenter,Portland Thorns,Counter-attacks,2nd half,40.3,9.8
2157,3602.58,3622.58,9. Caitlin Jade Foord,Portland Thorns,Counter-attacks,2nd half,60.9,14.8
2158,3602.58,3622.58,3. Lauren Kate Barnes,OL Reign,Challenges (lost),2nd half,44.1,53.2
2159,3602.58,3622.58,9. Caitlin Jade Foord,Portland Thorns,Challenges (won),2nd half,60.9,14.8
2160,3602.99,3622.99,3. Lauren Kate Barnes,OL Reign,Counter-attacks,2nd half,43.7,53.6
2161,3602.99,3622.99,3. Lauren Kate Barnes,OL Reign,Fouls,2nd half,43.7,53.6
2162,3630.13,3650.13,16. Emily Ann Sonnett,Portland Thorns,Free-kick attacks,2nd half,61.1,15.3
2163,3630.13,3650.13,16. Emily Ann Sonnett,Portland Thorns,Passes into the penalty box,2nd half,61.1,15.3
2164,3630.13,3650.13,16. Emily Ann Sonnett,Portland Thorns,Free-kick attacks,2nd half,61.1,15.3
2165,3630.13,3650.13,16. Emily Ann Sonnett,Portland Thorns,Passes accurate,2nd half,61.1,15.3
2166,3632.77,3652.77,1. Lydia Grace Yilkari Williams,OL Reign,Free-kick attacks,2nd half,9.2,33.0
2167,3632.77,3652.77,10. Lindsey Michelle Horan,Portland Thorns,Air challenges (lost),2nd half,95.8,35
2168,3632.77,3652.77,1. Lydia Grace Yilkari Williams,OL Reign,Air challenges (won),2nd half,9.2,33.0
2169,3632.77,3652.77,10. Lindsey Michelle Horan,Portland Thorns,Challenges (lost),2nd half,95.8,35
2170,3632.77,3652.77,1. Lydia Grace Yilkari Williams,OL Reign,Challenges (won),2nd half,9.2,33.0
2171,3632.78,3652.78,1. Lydia Grace Yilkari Williams,OL Reign,Free-kick attacks,2nd half,9.4,32.6
2172,3634.65,3654.65,17. Tobin Powell Powell Heath,Portland Thorns,Passes (inaccurate),2nd half,91.1,30.4
2173,3634.65,3654.65,17. Tobin Powell Powell Heath,Portland Thorns,Passes into the penalty box,2nd half,91.1,30.4
2174,3634.65,3654.65,17. Tobin Powell Powell Heath,Portland Thorns,Free-kick attacks,2nd half,91.1,30.4
2175,3634.65,3654.65,17. Tobin Powell Powell Heath,Portland Thorns,Free-kick attacks,2nd half,91.1,30.4
